call_id,incident_id,latitude,longitude,reported_type,timestamp,caller,confidence,hash_key
CALL00024,INC0052,12.951705,77.522374,fire,2025-12-10 08:32:00,+919232921797,0.95,12.952_77.522|fire
CALL00025,INC0042,13.033497,77.56277,police,2025-12-10 08:22:30,+919900478245,0.55,13.033_77.563|police
CALL00026,INC0097,12.996727,77.680318,police,2025-12-10 09:30:08,+916132524034,0.98,12.997_77.68|police
CALL00027,INC0034,12.951836,77.50192,police,2025-12-10 10:06:00,+918489198106,0.84,12.952_77.502|police
CALL00028,INC0079,12.960668,77.631358,fire,2025-12-10 09:14:40,+918124540933,0.95,12.961_77.631|fire
CALL00029,INC0194,13.021932,77.611794,fire,2025-12-10 08:51:14,+918943721026,0.76,13.022_77.612|fire
CALL00030,INC0093,12.904963,77.569921,fire,2025-12-10 10:22:00,+918047163950,0.94,12.905_77.57|fire
CALL00031,INC0178,13.050416,77.533037,medical,2025-12-10 08:02:35,+919938404539,0.71,13.05_77.533|medical
CALL00032,INC0065,13.050442,77.648457,police,2025-12-10 09:16:16,+916768075980,0.98,13.05_77.648|police
CALL00033,INC0106,12.931703,77.593646,medical,2025-12-10 09:06:00,+917594563079,0.71,12.932_77.594|medical
CALL00034,INC0139,12.911862,77.619528,police,2025-12-10 09:21:02,+919680099532,0.64,12.912_77.62|police
CALL00035,INC0129,12.961745,77.65963,police,2025-12-10 10:42:10,+919566915954,0.62,12.962_77.66|police
CALL00036,INC0091,12.964288,77.597937,medical,2025-12-10 09:56:24,+918882140261,0.63,12.964_77.598|medical
CALL00037,INC0086,13.045754,77.556694,fire,2025-12-10 09:58:24,+918941659548,0.69,13.046_77.557|fire
CALL00038,INC0154,13.035532,77.687598,police,2025-12-10 10:20:36,+919860665021,0.58,13.036_77.688|police
CALL00039,INC0184,13.019809,77.604357,fire,2025-12-10 10:39:54,+917597644410,0.68,13.02_77.604|fire
CALL00040,INC0089,12.926452,77.630208,police,2025-12-10 08:48:40,+918092245290,0.86,12.926_77.63|police
CALL00041,INC0153,13.003671,77.61367,fire,2025-12-10 08:47:09,+919140974659,0.63,13.004_77.614|fire
CALL00042,INC0060,13.028425,77.630177,police,2025-12-10 09:45:00,+916025041402,0.58,13.028_77.63|police
CALL00043,INC0023,13.09991,77.558421,fire,2025-12-10 09:48:56,+918169218893,0.8,13.1_77.558|fire
CALL00044,INC0119,13.037023,77.676903,police,2025-12-10 10:20:04,+916468707247,0.55,13.037_77.677|police
CALL00045,INC0154,13.034907,77.687683,police,2025-12-10 10:44:15,+919124052553,0.83,13.035_77.688|police
CALL00046,INC0188,12.961356,77.599627,police,2025-12-10 10:37:56,+919970983939,0.97,12.961_77.6|police
CALL00047,INC0078,12.909377,77.633593,police,2025-12-10 08:03:55,+918821416781,0.96,12.909_77.634|police
CALL00048,INC0147,13.092244,77.506691,fire,2025-12-10 09:17:36,+916646873919,0.9,13.092_77.507|fire
CALL00049,INC0091,12.964855,77.598289,medical,2025-12-10 11:24:59,+917975862450,0.81,12.965_77.598|medical
CALL00050,INC0191,12.93318,77.663636,fire,2025-12-10 08:16:40,+916750818104,0.92,12.933_77.664|fire
CALL00051,INC0015,12.992233,77.555114,police,2025-12-10 10:15:09,+918514915154,0.74,12.992_77.555|police
CALL00052,INC0094,12.953768,77.664715,police,2025-12-10 11:04:36,+916518200094,0.74,12.954_77.665|police
CALL00053,INC0058,13.090651,77.651497,fire,2025-12-10 12:06:27,+917295696456,0.9,13.091_77.651|fire
CALL00054,INC0178,13.049962,77.532754,medical,2025-12-10 10:54:36,+917933832013,0.69,13.05_77.533|medical
CALL00055,INC0173,13.015105,77.604555,fire,2025-12-10 11:48:15,+917668082753,0.61,13.015_77.605|fire
CALL00056,INC0019,13.012693,77.631188,police,2025-12-10 11:17:52,+918129879107,0.78,13.013_77.631|police
CALL00057,INC0191,12.932973,77.663729,fire,2025-12-10 08:16:09,+918304586476,0.94,12.933_77.664|fire
CALL00058,INC0070,12.918134,77.519641,police,2025-12-10 10:21:08,+916722519815,0.56,12.918_77.52|police
CALL00059,INC0083,12.952828,77.631573,medical,2025-12-10 09:22:36,+916575322137,0.61,12.953_77.632|medical
CALL00060,INC0092,12.901026,77.678653,fire,2025-12-10 10:08:00,+918668123729,0.94,12.901_77.679|fire
CALL00061,INC0151,13.006216,77.596803,medical,2025-12-10 11:09:06,+918392095290,0.81,13.006_77.597|medical
CALL00062,INC0063,13.080002,77.592205,police,2025-12-10 13:03:48,+916643636154,1.0,13.08_77.592|police
CALL00063,INC0009,13.096227,77.687964,police,2025-12-10 11:25:48,+919241469195,0.78,13.096_77.688|police
CALL00064,INC0034,12.951463,77.502757,police,2025-12-10 08:40:32,+917989503135,0.67,12.951_77.503|police
CALL00065,INC0137,12.986071,77.599856,medical,2025-12-10 11:15:00,+917892655286,0.99,12.986_77.6|medical
CALL00066,INC0044,13.01143,77.501896,medical,2025-12-10 09:07:06,+917812208786,0.83,13.011_77.502|medical
CALL00067,INC0121,12.99101,77.681859,fire,2025-12-10 11:17:39,+919844645078,0.66,12.991_77.682|fire
CALL00068,INC0139,12.911918,77.619437,police,2025-12-10 10:34:08,+916970680352,0.82,12.912_77.619|police
CALL00069,INC0050,12.965954,77.65564,fire,2025-12-10 09:40:03,+918910931406,0.86,12.966_77.656|fire
CALL00070,INC0124,13.003655,77.677183,police,2025-12-10 13:11:30,+919705027259,0.51,13.004_77.677|police
CALL00071,INC0109,13.088127,77.509986,medical,2025-12-10 08:27:13,+917670244499,0.98,13.088_77.51|medical
CALL00072,INC0075,12.922973,77.551898,fire,2025-12-10 12:51:36,+917295214138,0.8,12.923_77.552|fire
CALL00073,INC0076,13.035125,77.499798,police,2025-12-10 09:51:56,+916176295464,0.7,13.035_77.5|police
CALL00074,INC0006,12.982463,77.622782,police,2025-12-10 13:10:48,+917237276640,0.77,12.982_77.623|police
CALL00075,INC0197,12.924207,77.610665,fire,2025-12-10 11:18:45,+917714413761,0.96,12.924_77.611|fire
CALL00076,INC0006,12.982138,77.622456,police,2025-12-10 12:50:04,+917163499237,0.77,12.982_77.622|police
CALL00077,INC0118,12.915584,77.673682,medical,2025-12-10 12:43:37,+917314640009,0.82,12.916_77.674|medical
CALL00078,INC0086,13.045636,77.555857,fire,2025-12-10 09:29:42,+918126008132,0.97,13.046_77.556|fire
CALL00079,INC0057,12.92395,77.637287,police,2025-12-10 11:06:58,+918245623282,0.63,12.924_77.637|police
CALL00080,INC0103,12.933703,77.674816,fire,2025-12-10 14:13:20,+916311643037,0.64,12.934_77.675|fire
CALL00081,INC0197,12.924072,77.610649,fire,2025-12-10 09:12:54,+919200162391,0.75,12.924_77.611|fire
CALL00082,INC0013,12.906257,77.656631,police,2025-12-10 12:12:50,+916216963940,0.62,12.906_77.657|police
CALL00083,INC0178,13.049818,77.532514,medical,2025-12-10 13:43:04,+918255853665,0.95,13.05_77.533|medical
CALL00084,INC0153,13.004171,77.613201,fire,2025-12-10 14:36:12,+916015804248,0.98,13.004_77.613|fire
CALL00085,INC0078,12.909555,77.633716,police,2025-12-10 08:36:50,+916294863470,0.55,12.91_77.634|police
CALL00086,INC0104,13.023312,77.561383,fire,2025-12-10 13:59:46,+918439930718,0.98,13.023_77.561|fire
CALL00087,INC0092,12.901669,77.678404,fire,2025-12-10 14:50:21,+916275675154,0.89,12.902_77.678|fire
CALL00088,INC0069,12.983131,77.687944,medical,2025-12-10 10:32:32,+916387044635,0.87,12.983_77.688|medical
CALL00089,INC0048,12.961733,77.601933,police,2025-12-10 09:09:43,+916740969985,0.53,12.962_77.602|police
CALL00090,INC0150,13.054235,77.664248,police,2025-12-10 11:49:30,+918498165897,0.98,13.054_77.664|police
CALL00091,INC0035,12.986653,77.687429,fire,2025-12-10 12:54:14,+919218970852,0.8,12.987_77.687|fire
CALL00092,INC0074,13.008715,77.592333,medical,2025-12-10 11:11:40,+917539865348,0.88,13.009_77.592|medical
CALL00093,INC0076,13.034615,77.500457,police,2025-12-10 08:09:18,+916639290131,0.55,13.035_77.5|police
CALL00094,INC0008,13.054219,77.505397,fire,2025-12-10 14:05:02,+919908543583,0.65,13.054_77.505|fire
CALL00095,INC0091,12.964076,77.597613,medical,2025-12-10 14:50:05,+916183711740,0.51,12.964_77.598|medical
CALL00096,INC0131,12.936471,77.602121,fire,2025-12-10 10:51:12,+918797595797,0.68,12.936_77.602|fire
CALL00097,INC0001,13.011234,77.629355,medical,2025-12-10 12:31:36,+916021117526,0.81,13.011_77.629|medical
CALL00098,INC0168,13.044289,77.527107,fire,2025-12-10 09:49:26,+916249659839,0.68,13.044_77.527|fire
CALL00099,INC0029,13.064868,77.602637,medical,2025-12-10 08:52:48,+916582799269,0.52,13.065_77.603|medical
CALL00100,INC0093,12.904438,77.57058,fire,2025-12-10 16:20:00,+917444550420,0.55,12.904_77.571|fire
CALL00101,INC0099,12.940762,77.631255,police,2025-12-10 16:01:26,+916006497923,0.58,12.941_77.631|police
CALL00102,INC0079,12.960733,77.63108,fire,2025-12-10 08:23:48,+917886392740,0.6,12.961_77.631|fire
CALL00103,INC0090,12.943966,77.508919,fire,2025-12-10 09:20:41,+918605846329,0.96,12.944_77.509|fire
CALL00104,INC0135,12.92587,77.561929,fire,2025-12-10 13:12:00,+917373350937,0.95,12.926_77.562|fire
CALL00105,INC0163,13.004705,77.690737,medical,2025-12-10 15:03:30,+917621173547,0.56,13.005_77.691|medical
CALL00106,INC0167,12.995081,77.658346,medical,2025-12-10 15:12:50,+917613496330,0.53,12.995_77.658|medical
CALL00107,INC0158,13.016453,77.636856,medical,2025-12-10 11:57:11,+918970369649,0.92,13.016_77.637|medical
CALL00108,INC0069,12.983991,77.688554,medical,2025-12-10 13:38:24,+919024807211,0.77,12.984_77.689|medical
CALL00109,INC0039,12.929898,77.689814,fire,2025-12-10 16:55:55,+918026027117,0.85,12.93_77.69|fire
CALL00110,INC0139,12.911075,77.619299,police,2025-12-10 09:17:00,+918550018865,0.62,12.911_77.619|police
CALL00111,INC0025,13.009045,77.612989,fire,2025-12-10 09:04:45,+918313027294,0.5,13.009_77.613|fire
CALL00112,INC0170,12.982463,77.609026,fire,2025-12-10 15:44:48,+918766979258,0.53,12.982_77.609|fire
CALL00113,INC0085,13.022804,77.697572,medical,2025-12-10 11:21:31,+918021149421,0.81,13.023_77.698|medical
CALL00114,INC0099,12.94119,77.631189,police,2025-12-10 13:07:48,+918788529624,0.84,12.941_77.631|police
CALL00115,INC0032,12.941247,77.528839,medical,2025-12-10 13:33:30,+918224149896,0.53,12.941_77.529|medical
CALL00116,INC0186,13.025585,77.56849,medical,2025-12-10 09:52:08,+916526439351,0.63,13.026_77.568|medical
CALL00117,INC0111,13.040101,77.541003,police,2025-12-10 09:43:21,+916826549055,0.79,13.04_77.541|police
CALL00118,INC0030,13.017256,77.60085,police,2025-12-10 15:40:12,+918079364898,0.83,13.017_77.601|police
CALL00119,INC0012,12.939152,77.524264,police,2025-12-10 10:22:48,+916717502653,0.73,12.939_77.524|police
CALL00120,INC0074,13.008799,77.592239,medical,2025-12-10 15:44:00,+919152881342,0.66,13.009_77.592|medical
CALL00121,INC0200,12.996273,77.604757,medical,2025-12-10 10:49:24,+918141626170,0.88,12.996_77.605|medical
CALL00122,INC0126,12.950027,77.62397,fire,2025-12-10 10:58:56,+919034313727,0.8,12.95_77.624|fire
CALL00123,INC0087,13.037185,77.665047,fire,2025-12-10 08:34:51,+917409466065,0.77,13.037_77.665|fire
CALL00124,INC0141,12.987802,77.557003,police,2025-12-10 14:18:12,+919677460361,0.56,12.988_77.557|police
CALL00125,INC0039,12.930317,77.689231,fire,2025-12-10 11:42:55,+918006418393,0.68,12.93_77.689|fire
CALL00126,INC0187,12.9263,77.586185,police,2025-12-10 14:18:00,+917555121282,0.54,12.926_77.586|police
CALL00127,INC0023,13.100154,77.558545,fire,2025-12-10 12:26:42,+919268522284,0.61,13.1_77.559|fire
CALL00128,INC0018,12.979331,77.514938,fire,2025-12-10 11:22:40,+919203928382,0.63,12.979_77.515|fire
CALL00129,INC0122,13.044962,77.541899,fire,2025-12-10 09:06:39,+919914682444,0.57,13.045_77.542|fire
CALL00130,INC0161,12.987709,77.685418,fire,2025-12-10 11:23:40,+916024003481,0.63,12.988_77.685|fire
CALL00131,INC0163,13.004776,77.691375,medical,2025-12-10 09:29:31,+916949328473,0.69,13.005_77.691|medical
CALL00132,INC0053,13.047904,77.599308,police,2025-12-10 09:28:00,+918931583728,0.61,13.048_77.599|police
CALL00133,INC0199,12.936088,77.586367,fire,2025-12-10 11:46:06,+918568398857,0.53,12.936_77.586|fire
CALL00134,INC0175,12.952468,77.539295,police,2025-12-10 14:28:36,+916521743350,0.53,12.952_77.539|police
CALL00135,INC0005,13.053304,77.696413,police,2025-12-10 13:51:00,+917806368240,0.53,13.053_77.696|police
CALL00136,INC0036,13.070945,77.547421,medical,2025-12-10 19:13:12,+918337472520,0.71,13.071_77.547|medical
CALL00137,INC0048,12.961946,77.6013,police,2025-12-10 13:44:47,+916381635522,0.97,12.962_77.601|police
CALL00138,INC0101,12.940575,77.573076,medical,2025-12-10 15:49:12,+919539778228,0.87,12.941_77.573|medical
CALL00139,INC0005,13.052969,77.696127,fire,2025-12-10 16:15:46,+917756863176,0.68,13.053_77.696|fire
CALL00140,INC0121,12.991136,77.68163,fire,2025-12-10 13:31:20,+917264038669,0.73,12.991_77.682|fire
CALL00141,INC0177,12.981256,77.537054,police,2025-12-10 10:23:21,+916997181980,0.96,12.981_77.537|police
CALL00142,INC0129,12.962019,77.659191,fire,2025-12-10 19:21:36,+918683237072,0.75,12.962_77.659|fire
CALL00143,INC0042,13.03383,77.562615,police,2025-12-10 08:40:31,+918005285555,0.59,13.034_77.563|police
CALL00144,INC0087,13.036852,77.664567,fire,2025-12-10 11:26:24,+919633827336,0.99,13.037_77.665|fire
CALL00145,INC0015,12.99171,77.555679,police,2025-12-10 09:41:30,+917656910836,0.66,12.992_77.556|police
CALL00146,INC0027,13.009124,77.617564,police,2025-12-10 17:34:16,+919974667939,0.51,13.009_77.618|police
CALL00147,INC0078,12.909201,77.633667,police,2025-12-10 08:36:45,+916211829926,0.98,12.909_77.634|police
CALL00148,INC0109,13.088552,77.509712,medical,2025-12-10 12:43:40,+918561839422,0.52,13.089_77.51|medical
CALL00149,INC0126,12.950275,77.623366,fire,2025-12-10 13:47:40,+918010323504,0.91,12.95_77.623|fire
CALL00150,INC0025,13.009609,77.612531,fire,2025-12-10 18:42:30,+917176628508,0.97,13.01_77.613|fire
CALL00151,INC0104,13.023966,77.560536,fire,2025-12-10 17:23:44,+917150853249,0.67,13.024_77.561|fire
CALL00152,INC0073,13.083781,77.60399,fire,2025-12-10 11:45:28,+918312176022,0.99,13.084_77.604|fire
CALL00153,INC0153,13.0035,77.613451,fire,2025-12-10 16:42:45,+917061260119,0.93,13.004_77.613|fire
CALL00154,INC0073,13.083942,77.603657,fire,2025-12-10 12:34:38,+919132491039,0.97,13.084_77.604|fire
CALL00155,INC0194,13.021841,77.612484,fire,2025-12-10 19:29:45,+917498748377,0.87,13.022_77.612|fire
CALL00156,INC0038,13.046207,77.563977,medical,2025-12-10 11:09:48,+918510863917,0.76,13.046_77.564|medical
CALL00157,INC0197,12.92429,77.611214,fire,2025-12-10 10:21:18,+918647447891,0.83,12.924_77.611|fire
CALL00158,INC0088,12.911498,77.663689,police,2025-12-10 15:25:02,+918659856269,0.79,12.911_77.664|police
CALL00159,INC0029,13.064924,77.602955,medical,2025-12-10 08:53:00,+918622169340,0.8,13.065_77.603|medical
CALL00160,INC0128,13.017328,77.510226,police,2025-12-10 08:50:40,+919712001182,0.74,13.017_77.51|police
CALL00161,INC0103,12.933656,77.674298,fire,2025-12-10 17:53:01,+919532183738,0.99,12.934_77.674|fire
CALL00162,INC0065,13.050607,77.648656,police,2025-12-10 10:28:30,+918689430156,1.0,13.051_77.649|police
CALL00163,INC0063,13.080303,77.592117,police,2025-12-10 18:00:23,+916294246660,0.61,13.08_77.592|police
CALL00164,INC0015,12.992296,77.555376,police,2025-12-10 08:16:24,+919382651876,0.54,12.992_77.555|police
CALL00165,INC0180,13.008675,77.523077,medical,2025-12-10 19:41:15,+917151114688,0.92,13.009_77.523|medical
CALL00166,INC0055,12.936469,77.570002,police,2025-12-10 10:48:46,+916339939418,0.52,12.936_77.57|police
CALL00167,INC0195,13.068769,77.528527,fire,2025-12-10 15:44:49,+918672784525,0.92,13.069_77.529|fire
CALL00168,INC0039,12.93007,77.689135,fire,2025-12-10 19:17:36,+917002498482,0.99,12.93_77.689|fire
CALL00169,INC0100,12.930703,77.522647,medical,2025-12-10 14:37:09,+917324944279,0.85,12.931_77.523|medical
CALL00170,INC0036,13.071018,77.547896,medical,2025-12-10 12:15:00,+916823909946,0.79,13.071_77.548|medical
CALL00171,INC0142,12.946788,77.532008,medical,2025-12-10 14:33:18,+919955892513,0.83,12.947_77.532|medical
CALL00172,INC0141,12.988235,77.557287,police,2025-12-10 17:04:40,+919258145603,0.54,12.988_77.557|police
CALL00173,INC0167,12.994643,77.657745,medical,2025-12-10 18:37:13,+917428125780,0.5,12.995_77.658|medical
CALL00174,INC0130,12.92844,77.684262,medical,2025-12-10 17:08:06,+919532316983,0.98,12.928_77.684|medical
CALL00175,INC0048,12.961822,77.60141,police,2025-12-10 09:53:45,+916975566918,0.52,12.962_77.601|police
CALL00176,INC0099,12.940917,77.631211,police,2025-12-10 13:16:48,+918716926997,0.9,12.941_77.631|police
CALL00177,INC0015,12.992092,77.555152,police,2025-12-10 20:55:51,+919805909211,0.96,12.992_77.555|police
CALL00178,INC0177,12.981099,77.53719,police,2025-12-10 08:26:42,+916590340156,0.51,12.981_77.537|police
CALL00179,INC0003,13.095123,77.614037,fire,2025-12-10 12:28:30,+918815416646,0.96,13.095_77.614|fire
CALL00180,INC0159,13.040404,77.622855,medical,2025-12-10 21:00:00,+917154132492,0.72,13.04_77.623|medical
CALL00181,INC0026,12.899956,77.680836,police,2025-12-10 12:28:29,+918394036278,0.85,12.9_77.681|police
CALL00182,INC0168,13.043436,77.527066,fire,2025-12-10 14:49:30,+919760687037,0.68,13.043_77.527|fire
CALL00183,INC0091,12.964812,77.598329,medical,2025-12-10 10:56:54,+919514950369,0.78,12.965_77.598|medical
CALL00184,INC0127,12.92454,77.59291,fire,2025-12-10 15:43:04,+919123059581,0.88,12.925_77.593|fire
CALL00185,INC0081,12.966172,77.570799,fire,2025-12-10 12:52:55,+918786795219,0.66,12.966_77.571|fire
CALL00186,INC0195,13.068482,77.528821,fire,2025-12-10 22:28:00,+916063436766,0.52,13.068_77.529|fire
CALL00187,INC0184,13.019842,77.604421,fire,2025-12-10 15:50:37,+917327547534,0.51,13.02_77.604|fire
CALL00188,INC0090,12.944039,77.509015,fire,2025-12-10 09:43:24,+918983804660,0.79,12.944_77.509|fire
CALL00189,INC0165,12.922157,77.699145,fire,2025-12-10 14:33:45,+918738941381,0.58,12.922_77.699|fire
CALL00190,INC0137,12.98629,77.600214,medical,2025-12-10 22:08:40,+918403151267,0.8,12.986_77.6|medical
CALL00191,INC0034,12.951543,77.501897,police,2025-12-10 22:03:35,+919827635140,0.92,12.952_77.502|police
CALL00192,INC0061,13.016805,77.643255,medical,2025-12-10 08:19:12,+918841944668,0.98,13.017_77.643|medical
CALL00193,INC0156,12.944479,77.569769,fire,2025-12-10 16:08:56,+917874767585,0.66,12.944_77.57|fire
CALL00194,INC0133,13.096222,77.538432,police,2025-12-10 15:13:16,+918291887158,0.85,13.096_77.538|police
CALL00195,INC0029,13.065487,77.603286,medical,2025-12-10 21:39:00,+919303068913,0.56,13.065_77.603|medical
CALL00196,INC0189,13.035799,77.592351,fire,2025-12-10 22:38:44,+919524804794,0.65,13.036_77.592|fire
CALL00197,INC0136,12.919488,77.650478,police,2025-12-10 12:39:05,+919918388791,0.96,12.919_77.65|police
CALL00198,INC0009,13.095949,77.68855,police,2025-12-10 19:56:06,+916593675872,0.81,13.096_77.689|police
CALL00199,INC0194,13.021576,77.611816,fire,2025-12-10 23:08:46,+918385016113,0.83,13.022_77.612|fire
CALL00200,INC0143,13.058973,77.549474,medical,2025-12-10 17:46:40,+919990750470,0.58,13.059_77.549|medical
CALL00201,INC0103,12.933298,77.674291,fire,2025-12-10 18:09:42,+919121442714,0.85,12.933_77.674|fire
CALL00202,INC0094,12.953451,77.664424,medical,2025-12-10 20:24:02,+917530315596,0.78,12.953_77.664|medical
CALL00203,INC0154,13.035143,77.687533,police,2025-12-10 23:23:39,+918862776136,0.76,13.035_77.688|police
CALL00204,INC0143,13.059154,77.549408,fire,2025-12-10 11:27:24,+918688528812,0.88,13.059_77.549|fire
CALL00205,INC0108,12.926491,77.523817,fire,2025-12-10 18:42:20,+916220358785,0.79,12.926_77.524|fire
CALL00206,INC0081,12.965818,77.571171,fire,2025-12-10 09:05:14,+919049807089,0.63,12.966_77.571|fire
CALL00207,INC0146,13.060076,77.542143,medical,2025-12-11 00:16:21,+918464714707,0.66,13.06_77.542|medical
CALL00208,INC0168,13.043738,77.527427,fire,2025-12-10 19:02:08,+917072094112,0.89,13.044_77.527|fire
CALL00209,INC0196,12.910091,77.619285,police,2025-12-11 00:32:45,+917739818659,0.51,12.91_77.619|police
CALL00210,INC0154,13.034689,77.68793,fire,2025-12-10 20:43:00,+916928498863,0.97,13.035_77.688|fire
CALL00211,INC0094,12.953626,77.664563,police,2025-12-10 22:21:35,+919008095763,0.71,12.954_77.665|police
CALL00212,INC0039,12.929822,77.689453,fire,2025-12-10 11:14:20,+918720515657,0.9,12.93_77.689|fire
CALL00213,INC0078,12.90872,77.633244,medical,2025-12-10 09:11:00,+916312460443,0.69,12.909_77.633|medical
CALL00214,INC0155,13.015244,77.537159,medical,2025-12-10 15:43:40,+916884584271,0.75,13.015_77.537|medical
CALL00215,INC0136,12.920214,77.650272,police,2025-12-10 23:20:55,+918950461839,0.99,12.92_77.65|police
CALL00216,INC0123,12.968118,77.526883,police,2025-12-10 20:10:48,+916728857604,0.89,12.968_77.527|police
CALL00217,INC0173,13.015683,77.604675,medical,2025-12-11 00:52:40,+918778098779,0.9,13.016_77.605|medical
CALL00218,INC0034,12.952067,77.501928,police,2025-12-10 13:01:34,+918753535271,0.56,12.952_77.502|police
CALL00219,INC0014,13.093493,77.517806,police,2025-12-10 21:55:51,+917755001577,0.84,13.093_77.518|police
CALL00220,INC0086,13.045185,77.556429,fire,2025-12-10 20:42:40,+917130178512,0.67,13.045_77.556|fire
CALL00221,INC0143,13.059603,77.549213,fire,2025-12-10 19:21:25,+918053109383,0.56,13.06_77.549|fire
CALL00222,INC0076,13.034837,77.50005,police,2025-12-10 12:11:36,+918841277891,0.83,13.035_77.5|police
CALL00223,INC0191,12.933284,77.662878,fire,2025-12-10 13:56:48,+918773863145,0.8,12.933_77.663|fire
CALL00224,INC0178,13.050363,77.532902,medical,2025-12-11 01:44:00,+919871942995,0.8,13.05_77.533|medical
CALL00225,INC0103,12.93337,77.674613,fire,2025-12-10 11:45:00,+918332114240,0.89,12.933_77.675|fire
CALL00226,INC0022,13.006491,77.56194,medical,2025-12-10 19:14:14,+919003313052,0.73,13.006_77.562|medical
CALL00227,INC0178,13.050593,77.532743,medical,2025-12-10 11:05:23,+916140533857,0.69,13.051_77.533|medical
CALL00228,INC0009,13.095781,77.688175,police,2025-12-10 22:53:00,+917469289470,0.95,13.096_77.688|police
CALL00229,INC0194,13.021548,77.612361,fire,2025-12-10 20:05:10,+919955222268,0.68,13.022_77.612|fire
CALL00230,INC0088,12.911499,77.663566,police,2025-12-10 08:53:40,+919100678854,0.8,12.911_77.664|police
CALL00231,INC0173,13.01498,77.604839,fire,2025-12-10 15:57:24,+916932194854,0.77,13.015_77.605|fire
CALL00232,INC0184,13.020156,77.604688,fire,2025-12-10 23:47:20,+919603409528,0.92,13.02_77.605|fire
CALL00233,INC0022,13.006402,77.562851,medical,2025-12-11 01:44:02,+916554280609,0.51,13.006_77.563|medical
CALL00234,INC0037,12.951807,77.681603,fire,2025-12-10 22:06:18,+916555817407,0.64,12.952_77.682|fire
CALL00235,INC0025,13.008822,77.612439,fire,2025-12-10 20:04:35,+916180665044,0.71,13.009_77.612|fire
CALL00236,INC0005,13.053154,77.696683,fire,2025-12-10 22:13:32,+919937619404,0.73,13.053_77.697|fire
CALL00237,INC0070,12.917248,77.520496,police,2025-12-10 21:21:51,+918487194559,0.77,12.917_77.52|police
CALL00238,INC0036,13.07149,77.548186,medical,2025-12-10 19:42:06,+916558734723,0.9,13.071_77.548|medical
CALL00239,INC0150,13.054073,77.66418,medical,2025-12-10 17:01:44,+917719386755,0.67,13.054_77.664|medical
CALL00240,INC0183,13.007782,77.56682,medical,2025-12-10 18:36:00,+918350472268,0.95,13.008_77.567|medical
CALL00241,INC0061,13.016665,77.643204,medical,2025-12-10 09:16:19,+918167185408,0.9,13.017_77.643|medical
CALL00242,INC0036,13.070938,77.547365,medical,2025-12-10 10:05:02,+918528910915,0.92,13.071_77.547|medical
